,Normal_accuracy,Normal_f1_score,Normal_precision,Normal_recall,SMOTE_accuracy,SMOTE_f1_score,SMOTE_precision,SMOTE_recall,ADASYN_accuracy,ADASYN_f1_score,ADASYN_precision,ADASYN_recall,SG_accuracy,SG_f1_score,SG_precision,SG_recall,AG_accuracy,AG_f1_score,AG_precision,AG_recall,G_accuracy,G_f1_score,G_precision,G_recall,Smote_hell,Ada_hell,Gan_hell,SG_hell,AG_hell,Smote_time(ms),Ada_time,Gan_time,SG_time,SG_Ganonly_time,AG_time,AG_Ganonly_time
10,0.9826923076923076,0.9826841193948509,0.9826836073489904,0.9826923076923076,0.9875,0.9875,0.9875,0.9875,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9875,0.9875,0.9875,0.9875,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
11,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
12,0.9788461538461538,0.9788559779076446,0.9788734168559182,0.9788461538461538,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.9823434991974318,0.9823454107982331,0.982392893356967,0.9823434991974318,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
13,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
14,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9828125,0.9828121223366724,0.9828549384223223,0.9828125,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
15,0.9826923076923076,0.9826841193948509,0.9826836073489904,0.9826923076923076,0.9875,0.9875,0.9875,0.9875,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.990625,0.990625,0.990625,0.990625,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.984375,0.9843748474106192,0.984393921637564,0.984375,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
16,0.9769230769230769,0.9769443114785369,0.9769958853650242,0.9769230769230769,0.9875,0.9875,0.9875,0.9875,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
17,0.9788461538461538,0.9788559779076446,0.9788734168559182,0.9788461538461538,0.9875,0.9875,0.9875,0.9875,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9875,0.9875,0.9875,0.9875,0.9807383627608347,0.9807409444835289,0.9808244006682102,0.9807383627608347,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
18,0.9788461538461538,0.9788559779076446,0.9788734168559182,0.9788461538461538,0.990625,0.9906249084463715,0.9906441657877261,0.990625,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.9875,0.9875,0.9875,0.9875,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
19,0.9769230769230769,0.9769443114785369,0.9769958853650242,0.9769230769230769,0.9875,0.9875,0.9875,0.9875,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.9823434991974318,0.9823454107982331,0.982392893356967,0.9823434991974318,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
20,0.9884615384615385,0.9884505200336695,0.9884704667313363,0.9884615384615385,0.9875,0.9875,0.9875,0.9875,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.990625,0.990625,0.990625,0.990625,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
21,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.9887640449438202,0.9887635234260703,0.9887681015800251,0.9887640449438202,0.9875,0.9875,0.9875,0.9875,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
22,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9875,0.9874998779284955,0.9875190437126451,0.9875,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
23,0.9769230769230769,0.9769443114785369,0.9769958853650242,0.9769230769230769,0.9875,0.9875,0.9875,0.9875,0.9887640449438202,0.9887635234260703,0.9887681015800251,0.9887640449438202,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
24,0.9788461538461538,0.9788559779076446,0.9788734168559182,0.9788461538461538,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.9823434991974318,0.9823454107982331,0.982392893356967,0.9823434991974318,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
25,0.9807692307692307,0.9807869262321142,0.9808350936690186,0.9807692307692307,0.984375,0.9843748474106192,0.984393921637564,0.984375,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9875,0.9875,0.9875,0.9875,0.9823434991974318,0.9823454107982331,0.982392893356967,0.9823434991974318,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
26,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.984375,0.9843748474106192,0.984393921637564,0.984375,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.990625,0.9906249084463715,0.9906441657877261,0.990625,0.9823434991974318,0.9823454107982331,0.982392893356967,0.9823434991974318,0.984375,0.9843748474106192,0.984393921637564,0.984375,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
27,0.9826923076923076,0.9826841193948509,0.9826836073489904,0.9826923076923076,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9871589085072231,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.9791332263242376,0.979136453269662,0.9792658295868569,0.9791332263242376,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
28,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.9846153846153847,0.9859375,0.9859374656676408,0.9859422455297416,0.9859375,0.985553772070626,0.9855543679864202,0.9855600452383115,0.985553772070626,0.990625,0.9906249084463715,0.9906441657877261,0.990625,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
29,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9807692307692307,0.9890625,0.989062473297054,0.9890672760476177,0.9890625,0.9903691813804173,0.9903682375915861,0.9903877298297786,0.9903691813804173,0.9875,0.9875,0.9875,0.9875,0.9839486356340289,0.9839498770260511,0.9839714077521521,0.9839486356340289,0.9875,0.9875,0.9875,0.9875,0.0,0.0,0.0,0.0,0.0,14.479000000000001,15.154,17579.919,17512.775999999998,17498.190000000002,17545.188,17529.922
